UNITID,ROOM,XROOMCAP,ROOMCAP,ALLONCAM,TUITVARY,BOARD,XMEALSWK,MEALSWK,XAPPFEEU,APPLFEEU,APPFEEUW,XAPPFEEG,APPLFEEG,APPFEEGW,XAPPFEED,APPLFEED,APPFEEDW,PRMPGM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,FAFSAQ1,FAFSAQ2,FAFQ2URL,PRGMOFR,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XHRCHF1,HRCHF1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XHRCHF2,HRCHF2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XHRCHF3,HRCHF3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XHRCHF5,HRCHF5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XHRCHF6,HRCHF6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XHRCHF7,HRCHF7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG10AY0,CHG10AY0,XCHG10AY1,CHG10AY1,XCHG10AY2,CHG10AY2,XCHG10AY3,CHG10AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG10PY0,CHG10PY0,XCHG10PY1,CHG10PY1,XCHG10PY2,CHG10PY2,XCHG10PY3,CHG10PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6
495192,2,A,,-2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22610,R,0,R,665,R,0,R,22610,R,0,R,665,R,0,R,22610,R,0,R,665,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495208,2,A,,2,-2,3,A,,R,25,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0402,A,,A,,R,1500,1,R,12,R,47,R,900,R,28,R,16500,R,22500,R,22500,R,22500,R,925,R,1500,R,1500,R,1500,A,,A,,A,,A,,A,,A,,A,,A,,R,9647,R,9647,R,9647,R,9647,R,2444,R,2444,R,2444,R,2444,A,,A,,A,,R,0,R,1786,R,1786,R,1786,R,1786,12.0402,R,5500,R,1200,R,300,1,R,2,12.0402,R,9500,R,1000,R,750,1,R,6,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495217,2,A,,2,-2,3,A,,R,150,0,A,,-2,A,,-2,2,1,0,0,1,0,1,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0402,A,,A,,R,900,1,R,7,R,26,R,900,R,26,R,10000,R,10000,R,10000,R,15000,R,1300,R,1300,R,1300,R,1300,A,,A,,A,,A,,A,,A,,A,,A,,R,7800,R,11551,R,11551,R,15191,R,5291,R,6175,R,6175,R,5291,A,,A,,A,,R,2334,R,7534,R,5642,R,5642,R,2334,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495226,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,11500,R,0,A,,A,,R,11500,R,0,A,,A,,R,11500,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9900,R,0,R,9900,R,9900,R,0,R,9900,R,10900,R,0,R,10900,R,11500,R,0,R,11500,,,R,9900,R,0,R,9900,R,9900,R,0,R,9900,R,10900,R,0,R,10900,R,11500,R,0,R,11500,,,R,9900,R,0,R,9900,R,9900,R,0,R,9900,R,10900,R,0,R,10900,R,11500,R,0,R,11500,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5922,R,5922,R,5922,R,5922,R,1936,R,1936,R,1936,R,1936,A,,A,,A,,R,900,R,1936,R,1936,R,1936,R,1936,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495235,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1200,1,R,10,R,40,R,900,R,30,R,12650,R,12650,R,14500,R,14500,R,1600,R,1600,R,2800,R,3500,A,,A,,A,,A,,A,,A,,A,,A,,R,11750,R,11750,R,20000,R,20000,R,4050,R,4050,R,9590,R,9590,A,,A,,A,,R,7030,R,3460,R,5170,R,11910,R,11910,12.0409,R,3875,R,775,R,300,1,R,3,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495244,2,A,,2,-2,3,A,,R,150,0,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1000,1,R,7,R,27,R,1000,R,27,R,13000,R,13000,R,13000,R,15000,R,800,R,800,R,800,R,800,A,,A,,A,,A,,A,,A,,A,,A,,R,5400,R,4725,R,13500,R,13500,R,4725,R,4347,R,6750,R,6750,A,,A,,A,,R,1802,R,4725,R,4347,R,5400,R,5400,12.0409,R,13000,R,800,R,750,1,R,4,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495253,2,A,,2,-2,3,A,,R,100,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1500,1,R,12,R,48,R,900,R,26,R,10000,R,14000,R,14000,R,14000,R,1600,R,1500,R,1500,R,1500,A,,A,,A,,A,,A,,A,,A,,A,,R,14580,R,14580,R,14580,R,14580,R,9360,R,9360,R,9360,R,9360,A,,A,,A,,R,12000,R,7200,R,7200,R,7200,R,6000,12.0402,R,14000,R,2000,R,1500,1,R,12,12.041,R,6000,R,900,R,600,1,R,6,12.0413,R,8000,R,700,R,1000,1,R,10,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495262,2,A,,2,-2,3,A,,R,100,0,A,,-2,A,,-2,2,1,1,1,1,0,2,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0409,A,,A,,R,600,1,R,5,R,18,R,900,R,27,R,10189,R,10189,R,11404,R,11404,R,661,R,661,R,1496,R,1496,A,,A,,A,,A,,A,,A,,A,,A,,R,7979,R,7529,R,8217,R,8217,R,1980,R,1980,R,3110,R,3110,A,,A,,A,,R,2214,R,2484,R,2484,R,2484,R,2484,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495271,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,0,1,2,2,,-2,A,,A,,A,,R,7680,R,63,R,320,R,63,R,7680,R,63,R,320,R,63,R,7680,R,63,R,320,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,,,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,,,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,R,7680,R,63,R,7743,,,R,1080,R,1080,R,1080,R,1080,A,,A,,A,,A,,A,,A,,A,,A,,R,16580,R,17784,R,19073,R,20446,R,4642,R,4860,R,5103,R,5358,A,,A,,A,,R,11493,R,4163,R,4374,R,4371,R,5090,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495280,1,R,30,2,2,3,A,,R,25,0,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,-2,R,3800,A,,A,,R,7080,R,900,R,295,R,125,R,7080,R,900,R,295,R,125,R,7080,R,900,R,295,R,125,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,6480,R,600,R,7080,R,6720,R,700,R,7420,R,6840,R,800,R,7640,R,7080,R,900,R,7980,,,R,6480,R,600,R,7080,R,6720,R,700,R,7420,R,6840,R,800,R,7640,R,7080,R,900,R,7980,,,R,6480,R,600,R,7080,R,6720,R,700,R,7420,R,6840,R,800,R,7640,R,7080,R,900,R,7980,,,R,400,R,400,R,400,R,400,R,5600,R,5680,R,5547,R,5309,R,560,R,3763,R,4097,R,5289,R,5536,R,8147,R,8480,R,11990,R,3024,R,2573,R,2240,R,6088,A,,A,,A,,R,6954,R,560,R,1817,R,2150,R,6088,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495299,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,1,www.fpi.edu,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,51.3501,A,,A,,R,600,1,R,8,R,33,R,900,R,36,R,8715,R,10135,R,10500,R,10650,R,130,R,150,R,150,R,150,A,,A,,A,,A,,A,,A,,A,,A,,R,8250,R,12953,R,10313,R,10313,R,8143,R,11138,R,11435,R,12664,A,,A,,A,,R,809,R,8770,R,10395,R,9785,R,9785,12.0408,R,1650,R,150,R,260,1,R,3,51.2602,R,460,R,20,R,75,1,R,1,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495305,2,A,,2,-2,3,A,,R,100,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1000,1,R,9,R,36,R,900,R,32,R,8550,R,8850,R,8850,R,8850,R,2165,R,2165,R,2165,R,2000,A,,A,,A,,A,,A,,A,,A,,A,,R,16074,R,10719,R,16074,R,12663,R,5967,R,4059,R,4671,R,4077,A,,A,,A,,R,2241,R,4977,R,3366,R,5967,R,2358,12.0409,R,7850,R,2000,R,750,1,R,7,12.041,R,5500,R,2000,R,600,1,R,6,12.0402,R,8250,R,1000,R,1000,1,R,9,12.0402,R,2050,R,800,R,300,1,R,3,-2,A,,A,,A,,-2,A,
495314,2,A,,-2,2,3,A,,A,,-2,A,,-2,R,80,1,2,1,0,0,1,0,2,1,www.hmsom.edu/en/student-resources/student-financial-services/scholarships/scholarship-terms-and-conditions,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,R,72200,R,3595,R,72200,R,3595,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,Y,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495341,2,A,,2,-2,3,A,,R,100,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0402,A,,A,,R,1800,1,R,14,R,54,R,900,R,27,R,17100,R,18450,R,18900,R,18900,R,2018,R,2258,R,2258,R,1852,A,,A,,A,,A,,A,,A,,A,,A,,R,18509,R,19697,R,20358,R,21371,R,9059,R,9491,R,17348,R,18212,A,,A,,A,,R,14256,R,7560,R,9491,R,11624,R,12137,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
